2015-04-01T11:16:22.494+0300 W -        [initandlisten] Detected unclean shutdown - C:\Users\hjusein\Desktop\work\Training\nodeJStraining\restfulApi\data\mongod.lock is not empty.
2015-04-02T18:55:40.556+0300 I CONTROL  [initandlisten] git version: 534b5a3f9d10f00cd27737fbcd951032248b5952
2015-04-02T18:55:40.556+0300 I CONTROL  [initandlisten] OpenSSL version: OpenSSL 1.0.1j-fips 15 Oct 2014
2015-04-02T18:55:40.556+0300 I CONTROL  [initandlisten] build info: windows sys.getwindowsversion(major=6, minor=1, build=7601, platform=2, service_pack='Service Pack 1') BOOST_LIB_VERSION=1_49
2015-04-02T18:55:40.556+0300 I CONTROL  [initandlisten] allocator: system
2015-04-02T18:55:40.556+0300 I CONTROL  [initandlisten] options: { config: "C:\Users\hjusein\Desktop\work\Training\nodeJStraining\restfulApi\data\mongod.conf", net: { bindIp: "127.0.0.1", port: 27017 }, storage: { dbPath: "C:\Users\hjusein\Desktop\work\Training\nodeJStraining\restfulApi\data", journal: { enabled: true } }, systemLog: { destination: "file", logAppend: true, path: "C:\Users\hjusein\Desktop\work\Training\nodeJStraining\restfulApi\data\mongod.log", quiet: true } }
2015-04-02T18:55:40.577+0300 I NETWORK  [initandlisten] waiting for connections on port 27017
2015-04-02T18:59:00.465+0300 I CONTROL  CTRL_CLOSE_EVENT signal
2015-04-02T18:59:00.465+0300 I CONTROL  [consoleTerminate] got CTRL_CLOSE_EVENT, will terminate after current cmd ends
2015-04-02T18:59:00.465+0300 I CONTROL  [consoleTerminate] now exiting
2015-04-02T18:59:00.465+0300 I NETWORK  [consoleTerminate] shutdown: going to close listening sockets...
2015-04-02T18:59:00.465+0300 I NETWORK  [consoleTerminate] closing listening socket: 440
2015-04-02T18:59:00.465+0300 I NETWORK  [consoleTerminate] shutdown: going to flush diaglog...
2015-04-02T18:59:00.465+0300 I NETWORK  [consoleTerminate] shutdown: going to close sockets...
2015-04-02T18:59:00.466+0300 I STORAGE  [consoleTerminate] shutdown: waiting for fs preallocator...
2015-04-02T18:59:00.466+0300 I STORAGE  [consoleTerminate] shutdown: final commit...
2015-04-02T18:59:00.470+0300 I JOURNAL  [consoleTerminate] journalCleanup...
2015-04-02T18:59:00.475+0300 I JOURNAL  [consoleTerminate] removeJournalFiles
2015-04-02T18:59:00.476+0300 I JOURNAL  [consoleTerminate] Terminating durability thread ...
2015-04-02T18:59:00.569+0300 I JOURNAL  [journal writer] Journal writer thread stopped
2015-04-02T18:59:00.569+0300 I JOURNAL  [durability] Durability thread stopped
2015-04-02T18:59:00.569+0300 I STORAGE  [consoleTerminate] shutdown: closing all files...
2015-04-02T18:59:00.574+0300 I STORAGE  [consoleTerminate] closeAllFiles() finished
2015-04-02T18:59:00.574+0300 I STORAGE  [consoleTerminate] shutdown: removing fs lock...
2015-04-02T18:59:00.574+0300 I CONTROL  [consoleTerminate] dbexit:  rc: 12
2015-04-02T18:59:14.006+0300 I CONTROL  ***** SERVER RESTARTED *****
2015-04-02T18:59:14.045+0300 I JOURNAL  [initandlisten] journal dir=C:\Users\hjusein\Desktop\work\Training\nodeJStraining\restfulApi\data\journal
2015-04-02T18:59:14.045+0300 I JOURNAL  [initandlisten] recover : no journal files present, no recovery needed
2015-04-02T18:59:14.065+0300 I JOURNAL  [durability] Durability thread started
2015-04-02T18:59:14.066+0300 I JOURNAL  [journal writer] Journal writer thread started
2015-04-02T18:59:14.066+0300 I CONTROL  [initandlisten] MongoDB starting : pid=13116 port=27017 dbpath=C:\Users\hjusein\Desktop\work\Training\nodeJStraining\restfulApi\data 64-bit host=hjusein-pc
2015-04-02T18:59:14.066+0300 I CONTROL  [initandlisten] targetMinOS: Windows 7/Windows Server 2008 R2
2015-04-02T18:59:14.066+0300 I CONTROL  [initandlisten] db version v3.0.1
2015-04-02T18:59:14.066+0300 I CONTROL  [initandlisten] git version: 534b5a3f9d10f00cd27737fbcd951032248b5952
2015-04-02T18:59:14.066+0300 I CONTROL  [initandlisten] OpenSSL version: OpenSSL 1.0.1j-fips 15 Oct 2014
2015-04-02T18:59:14.066+0300 I CONTROL  [initandlisten] build info: windows sys.getwindowsversion(major=6, minor=1, build=7601, platform=2, service_pack='Service Pack 1') BOOST_LIB_VERSION=1_49
2015-04-02T18:59:14.066+0300 I CONTROL  [initandlisten] allocator: system
2015-04-02T18:59:14.066+0300 I CONTROL  [initandlisten] options: { config: "C:\Users\hjusein\Desktop\work\Training\nodeJStraining\restfulApi\data\mongod.conf", net: { bindIp: "127.0.0.1", port: 27017 }, storage: { dbPath: "C:\Users\hjusein\Desktop\work\Training\nodeJStraining\restfulApi\data", journal: { enabled: true } }, systemLog: { destination: "file", logAppend: true, path: "C:\Users\hjusein\Desktop\work\Training\nodeJStraining\restfulApi\data\mongod.log", quiet: true } }
2015-04-02T18:59:14.085+0300 I NETWORK  [initandlisten] waiting for connections on port 27017
2015-04-02T18:59:25.905+0300 I CONTROL  CTRL_CLOSE_EVENT signal
2015-04-02T18:59:25.906+0300 I CONTROL  [consoleTerminate] got CTRL_CLOSE_EVENT, will terminate after current cmd ends
2015-04-02T18:59:25.906+0300 I CONTROL  [consoleTerminate] now exiting
2015-04-02T18:59:25.906+0300 I NETWORK  [consoleTerminate] shutdown: going to close listening sockets...
2015-04-02T18:59:25.906+0300 I NETWORK  [consoleTerminate] closing listening socket: 440
2015-04-02T18:59:25.906+0300 I NETWORK  [consoleTerminate] shutdown: going to flush diaglog...
2015-04-02T18:59:25.906+0300 I NETWORK  [consoleTerminate] shutdown: going to close sockets...
2015-04-02T18:59:25.906+0300 I STORAGE  [consoleTerminate] shutdown: waiting for fs preallocator...
2015-04-02T18:59:25.906+0300 I STORAGE  [consoleTerminate] shutdown: final commit...
2015-04-02T18:59:25.911+0300 I JOURNAL  [consoleTerminate] journalCleanup...
2015-04-02T18:59:25.915+0300 I JOURNAL  [consoleTerminate] removeJournalFiles
2015-04-02T18:59:25.916+0300 I JOURNAL  [consoleTerminate] Terminating durability thread ...
2015-04-02T18:59:26.008+0300 I JOURNAL  [journal writer] Journal writer thread stopped
2015-04-02T18:59:26.008+0300 I JOURNAL  [durability] Durability thread stopped
2015-04-02T18:59:26.008+0300 I STORAGE  [consoleTerminate] shutdown: closing all files...
2015-04-02T18:59:26.013+0300 I STORAGE  [consoleTerminate] closeAllFiles() finished
2015-04-02T18:59:26.013+0300 I STORAGE  [consoleTerminate] shutdown: removing fs lock...
2015-04-02T18:59:26.013+0300 I CONTROL  [consoleTerminate] dbexit:  rc: 12
2015-04-03T15:15:50.473+0300 I CONTROL  ***** SERVER RESTARTED *****
2015-04-03T15:15:50.515+0300 I JOURNAL  [initandlisten] journal dir=C:\Users\hjusein\Desktop\work\Training\nodeJStraining\restfulApi\data\journal
2015-04-03T15:15:50.516+0300 I JOURNAL  [initandlisten] recover : no journal files present, no recovery needed
2015-04-03T15:15:50.531+0300 I JOURNAL  [durability] Durability thread started
2015-04-03T15:15:50.532+0300 I JOURNAL  [journal writer] Journal writer thread started
2015-04-03T15:15:50.532+0300 I CONTROL  [initandlisten] MongoDB starting : pid=15576 port=27017 dbpath=C:\Users\hjusein\Desktop\work\Training\nodeJStraining\restfulApi\data 64-bit host=hjusein-pc
2015-04-03T15:15:50.532+0300 I CONTROL  [initandlisten] targetMinOS: Windows 7/Windows Server 2008 R2
2015-04-03T15:15:50.532+0300 I CONTROL  [initandlisten] db version v3.0.1
2015-04-03T15:15:50.532+0300 I CONTROL  [initandlisten] git version: 534b5a3f9d10f00cd27737fbcd951032248b5952
2015-04-03T15:15:50.533+0300 I CONTROL  [initandlisten] OpenSSL version: OpenSSL 1.0.1j-fips 15 Oct 2014
2015-04-03T15:15:50.533+0300 I CONTROL  [initandlisten] build info: windows sys.getwindowsversion(major=6, minor=1, build=7601, platform=2, service_pack='Service Pack 1') BOOST_LIB_VERSION=1_49
2015-04-03T15:15:50.533+0300 I CONTROL  [initandlisten] allocator: system
2015-04-03T15:15:50.533+0300 I CONTROL  [initandlisten] options: { config: "C:\Users\hjusein\Desktop\work\Training\nodeJStraining\restfulApi\data\mongod.conf", net: { bindIp: "127.0.0.1", port: 27017 }, storage: { dbPath: "C:\Users\hjusein\Desktop\work\Training\nodeJStraining\restfulApi\data", journal: { enabled: true } }, systemLog: { destination: "file", logAppend: true, path: "C:\Users\hjusein\Desktop\work\Training\nodeJStraining\restfulApi\data\mongod.log", quiet: true } }
2015-04-03T15:15:50.644+0300 I NETWORK  [initandlisten] waiting for connections on port 27017
2015-04-03T15:16:17.533+0300 I CONTROL  CTRL_CLOSE_EVENT signal
2015-04-03T15:16:17.533+0300 I CONTROL  [consoleTerminate] got CTRL_CLOSE_EVENT, will terminate after current cmd ends
2015-04-03T15:16:17.535+0300 I CONTROL  [consoleTerminate] now exiting
2015-04-03T15:16:17.535+0300 I NETWORK  [consoleTerminate] shutdown: going to close listening sockets...
2015-04-03T15:16:17.535+0300 I NETWORK  [consoleTerminate] closing listening socket: 440
2015-04-03T15:16:17.535+0300 I NETWORK  [consoleTerminate] shutdown: going to flush diaglog...
2015-04-03T15:16:17.535+0300 I NETWORK  [consoleTerminate] shutdown: going to close sockets...
2015-04-03T15:16:17.535+0300 I STORAGE  [consoleTerminate] shutdown: waiting for fs preallocator...
2015-04-03T15:16:17.535+0300 I STORAGE  [consoleTerminate] shutdown: final commit...
2015-04-03T15:16:17.538+0300 I JOURNAL  [consoleTerminate] journalCleanup...
2015-04-03T15:16:17.542+0300 I JOURNAL  [consoleTerminate] removeJournalFiles
2015-04-03T15:16:17.543+0300 I JOURNAL  [consoleTerminate] Terminating durability thread ...
2015-04-03T15:16:17.638+0300 I JOURNAL  [journal writer] Journal writer thread stopped
2015-04-03T15:16:17.638+0300 I JOURNAL  [durability] Durability thread stopped
2015-04-03T15:16:17.638+0300 I STORAGE  [consoleTerminate] shutdown: closing all files...
2015-04-03T15:16:17.643+0300 I STORAGE  [consoleTerminate] closeAllFiles() finished
2015-04-03T15:16:17.643+0300 I STORAGE  [consoleTerminate] shutdown: removing fs lock...
2015-04-03T15:16:17.644+0300 I CONTROL  [consoleTerminate] dbexit:  rc: 12
2015-04-03T15:41:16.715+0300 I CONTROL  ***** SERVER RESTARTED *****
2015-04-03T15:41:16.752+0300 I JOURNAL  [initandlisten] journal dir=C:\Users\hjusein\Desktop\work\Training\nodeJStraining\restfulApi\data\journal
2015-04-03T15:41:16.752+0300 I JOURNAL  [initandlisten] recover : no journal files present, no recovery needed
2015-04-03T15:41:16.769+0300 I JOURNAL  [durability] Durability thread started
2015-04-03T15:41:16.769+0300 I JOURNAL  [journal writer] Journal writer thread started
2015-04-03T15:41:16.770+0300 I CONTROL  [initandlisten] MongoDB starting : pid=13536 port=27017 dbpath=C:\Users\hjusein\Desktop\work\Training\nodeJStraining\restfulApi\data 64-bit host=hjusein-pc
2015-04-03T15:41:16.770+0300 I CONTROL  [initandlisten] targetMinOS: Windows 7/Windows Server 2008 R2
2015-04-03T15:41:16.770+0300 I CONTROL  [initandlisten] db version v3.0.1
2015-04-03T15:41:16.770+0300 I CONTROL  [initandlisten] git version: 534b5a3f9d10f00cd27737fbcd951032248b5952
2015-04-03T15:41:16.770+0300 I CONTROL  [initandlisten] OpenSSL version: OpenSSL 1.0.1j-fips 15 Oct 2014
2015-04-03T15:41:16.770+0300 I CONTROL  [initandlisten] build info: windows sys.getwindowsversion(major=6, minor=1, build=7601, platform=2, service_pack='Service Pack 1') BOOST_LIB_VERSION=1_49
2015-04-03T15:41:16.770+0300 I CONTROL  [initandlisten] allocator: system
2015-04-03T15:41:16.770+0300 I CONTROL  [initandlisten] options: { config: "C:\Users\hjusein\Desktop\work\Training\nodeJStraining\restfulApi\data\mongod.conf", net: { bindIp: "127.0.0.1", port: 27017 }, storage: { dbPath: "C:\Users\hjusein\Desktop\work\Training\nodeJStraining\restfulApi\data", journal: { enabled: true } }, systemLog: { destination: "file", logAppend: true, path: "C:\Users\hjusein\Desktop\work\Training\nodeJStraining\restfulApi\data\mongod.log", quiet: true } }
2015-04-03T15:41:16.790+0300 I NETWORK  [initandlisten] waiting for connections on port 27017
2015-04-03T15:41:23.613+0300 I CONTROL  CTRL_CLOSE_EVENT signal
2015-04-03T15:41:23.613+0300 I CONTROL  [consoleTerminate] got CTRL_CLOSE_EVENT, will terminate after current cmd ends
2015-04-03T15:41:23.613+0300 I CONTROL  [consoleTerminate] now exiting
2015-04-03T15:41:23.613+0300 I NETWORK  [consoleTerminate] shutdown: going to close listening sockets...
2015-04-03T15:41:23.613+0300 I NETWORK  [consoleTerminate] closing listening socket: 440
2015-04-03T15:41:23.613+0300 I NETWORK  [consoleTerminate] shutdown: going to flush diaglog...
2015-04-03T15:41:23.613+0300 I NETWORK  [consoleTerminate] shutdown: going to close sockets...
2015-04-03T15:41:23.614+0300 I STORAGE  [consoleTerminate] shutdown: waiting for fs preallocator...
2015-04-03T15:41:23.614+0300 I STORAGE  [consoleTerminate] shutdown: final commit...
2015-04-03T15:41:23.618+0300 I JOURNAL  [consoleTerminate] journalCleanup...
2015-04-03T15:41:23.621+0300 I JOURNAL  [consoleTerminate] removeJournalFiles
2015-04-03T15:41:23.622+0300 I JOURNAL  [consoleTerminate] Terminating durability thread ...
2015-04-03T15:41:23.716+0300 I JOURNAL  [journal writer] Journal writer thread stopped
2015-04-03T15:41:23.716+0300 I JOURNAL  [durability] Durability thread stopped
2015-04-03T15:41:23.716+0300 I STORAGE  [consoleTerminate] shutdown: closing all files...
2015-04-03T15:41:23.720+0300 I STORAGE  [consoleTerminate] closeAllFiles() finished
2015-04-03T15:41:23.720+0300 I STORAGE  [consoleTerminate] shutdown: removing fs lock...
2015-04-03T15:41:23.720+0300 I CONTROL  [consoleTerminate] dbexit:  rc: 12
2015-04-03T15:46:34.186+0300 I CONTROL  ***** SERVER RESTARTED *****
2015-04-03T15:46:34.209+0300 I JOURNAL  [initandlisten] journal dir=C:\Users\hjusein\Desktop\work\Training\nodeJStraining\restfulApi\data\journal
2015-04-03T15:46:34.209+0300 I JOURNAL  [initandlisten] recover : no journal files present, no recovery needed
2015-04-03T15:46:34.229+0300 I JOURNAL  [durability] Durability thread started
2015-04-03T15:46:34.229+0300 I JOURNAL  [journal writer] Journal writer thread started
2015-04-03T15:46:34.229+0300 I CONTROL  [initandlisten] MongoDB starting : pid=15476 port=27017 dbpath=C:\Users\hjusein\Desktop\work\Training\nodeJStraining\restfulApi\data 64-bit host=hjusein-pc
2015-04-03T15:46:34.229+0300 I CONTROL  [initandlisten] targetMinOS: Windows 7/Windows Server 2008 R2
2015-04-03T15:46:34.229+0300 I CONTROL  [initandlisten] db version v3.0.1
2015-04-03T15:46:34.229+0300 I CONTROL  [initandlisten] git version: 534b5a3f9d10f00cd27737fbcd951032248b5952
2015-04-03T15:46:34.229+0300 I CONTROL  [initandlisten] OpenSSL version: OpenSSL 1.0.1j-fips 15 Oct 2014
2015-04-03T15:46:34.229+0300 I CONTROL  [initandlisten] build info: windows sys.getwindowsversion(major=6, minor=1, build=7601, platform=2, service_pack='Service Pack 1') BOOST_LIB_VERSION=1_49
2015-04-03T15:46:34.229+0300 I CONTROL  [initandlisten] allocator: system
2015-04-03T15:46:34.229+0300 I CONTROL  [initandlisten] options: { config: "C:\Users\hjusein\Desktop\work\Training\nodeJStraining\restfulApi\data\mongod.conf", net: { bindIp: "127.0.0.1", port: 27017 }, storage: { dbPath: "C:\Users\hjusein\Desktop\work\Training\nodeJStraining\restfulApi\data", journal: { enabled: true } }, systemLog: { destination: "file", logAppend: true, path: "C:\Users\hjusein\Desktop\work\Training\nodeJStraining\restfulApi\data\mongod.log", quiet: true } }
2015-04-03T15:46:34.249+0300 I NETWORK  [initandlisten] waiting for connections on port 27017
2015-04-03T15:46:49.094+0300 I CONTROL  CTRL_CLOSE_EVENT signal
2015-04-03T15:46:49.094+0300 I CONTROL  [consoleTerminate] got CTRL_CLOSE_EVENT, will terminate after current cmd ends
2015-04-03T15:46:49.094+0300 I CONTROL  [consoleTerminate] now exiting
2015-04-03T15:46:49.094+0300 I NETWORK  [consoleTerminate] shutdown: going to close listening sockets...
2015-04-03T15:46:49.094+0300 I NETWORK  [consoleTerminate] closing listening socket: 440
2015-04-03T15:46:49.094+0300 I NETWORK  [consoleTerminate] shutdown: going to flush diaglog...
2015-04-03T15:46:49.094+0300 I NETWORK  [consoleTerminate] shutdown: going to close sockets...
2015-04-03T15:46:49.094+0300 I STORAGE  [consoleTerminate] shutdown: waiting for fs preallocator...
2015-04-03T15:46:49.094+0300 I STORAGE  [consoleTerminate] shutdown: final commit...
2015-04-03T15:46:49.098+0300 I JOURNAL  [consoleTerminate] journalCleanup...
2015-04-03T15:46:49.102+0300 I JOURNAL  [consoleTerminate] removeJournalFiles
2015-04-03T15:46:49.102+0300 I JOURNAL  [consoleTerminate] Terminating durability thread ...
2015-04-03T15:46:49.196+0300 I JOURNAL  [journal writer] Journal writer thread stopped
2015-04-03T15:46:49.196+0300 I JOURNAL  [durability] Durability thread stopped
2015-04-03T15:46:49.196+0300 I STORAGE  [consoleTerminate] shutdown: closing all files...
2015-04-03T15:46:49.200+0300 I STORAGE  [consoleTerminate] closeAllFiles() finished
2015-04-03T15:46:49.200+0300 I STORAGE  [consoleTerminate] shutdown: removing fs lock...
2015-04-03T15:46:49.200+0300 I CONTROL  [consoleTerminate] dbexit:  rc: 12
2015-04-03T15:47:55.156+0300 I CONTROL  ***** SERVER RESTARTED *****
2015-04-03T15:47:55.199+0300 I JOURNAL  [initandlisten] journal dir=C:\Users\hjusein\Desktop\work\Training\nodeJStraining\restfulApi\data\journal
2015-04-03T15:47:55.199+0300 I JOURNAL  [initandlisten] recover : no journal files present, no recovery needed
2015-04-03T15:47:55.264+0300 I JOURNAL  [durability] Durability thread started
2015-04-03T15:47:55.264+0300 I JOURNAL  [journal writer] Journal writer thread started
2015-04-03T15:47:55.265+0300 I CONTROL  [initandlisten] MongoDB starting : pid=16588 port=27017 dbpath=C:\Users\hjusein\Desktop\work\Training\nodeJStraining\restfulApi\data 64-bit host=hjusein-pc
2015-04-03T15:47:55.265+0300 I CONTROL  [initandlisten] targetMinOS: Windows 7/Windows Server 2008 R2
2015-04-03T15:47:55.265+0300 I CONTROL  [initandlisten] db version v3.0.1
2015-04-03T15:47:55.265+0300 I CONTROL  [initandlisten] git version: 534b5a3f9d10f00cd27737fbcd951032248b5952
2015-04-03T15:47:55.265+0300 I CONTROL  [initandlisten] OpenSSL version: OpenSSL 1.0.1j-fips 15 Oct 2014
2015-04-03T15:47:55.265+0300 I CONTROL  [initandlisten] build info: windows sys.getwindowsversion(major=6, minor=1, build=7601, platform=2, service_pack='Service Pack 1') BOOST_LIB_VERSION=1_49
2015-04-03T15:47:55.265+0300 I CONTROL  [initandlisten] allocator: system
2015-04-03T15:47:55.265+0300 I CONTROL  [initandlisten] options: { config: "C:\Users\hjusein\Desktop\work\Training\nodeJStraining\restfulApi\data\mongod.conf", net: { bindIp: "127.0.0.1", port: 27017 }, storage: { dbPath: "C:\Users\hjusein\Desktop\work\Training\nodeJStraining\restfulApi\data", journal: { enabled: true } }, systemLog: { destination: "file", logAppend: true, path: "C:\Users\hjusein\Desktop\work\Training\nodeJStraining\restfulApi\data\mongod.log", quiet: true } }
2015-04-03T15:47:55.282+0300 I NETWORK  [initandlisten] waiting for connections on port 27017
2015-04-03T15:48:05.061+0300 I CONTROL  CTRL_CLOSE_EVENT signal
2015-04-03T15:48:05.062+0300 I CONTROL  [consoleTerminate] got CTRL_CLOSE_EVENT, will terminate after current cmd ends
2015-04-03T15:48:05.062+0300 I CONTROL  [consoleTerminate] now exiting
2015-04-03T15:48:05.062+0300 I NETWORK  [consoleTerminate] shutdown: going to close listening sockets...
2015-04-03T15:48:05.062+0300 I NETWORK  [consoleTerminate] closing listening socket: 456
2015-04-03T15:48:05.062+0300 I NETWORK  [consoleTerminate] shutdown: going to flush diaglog...
2015-04-03T15:48:05.062+0300 I NETWORK  [consoleTerminate] shutdown: going to close sockets...
2015-04-03T15:48:05.062+0300 I STORAGE  [consoleTerminate] shutdown: waiting for fs preallocator...
2015-04-03T15:48:05.062+0300 I STORAGE  [consoleTerminate] shutdown: final commit...
2015-04-03T15:48:05.066+0300 I JOURNAL  [consoleTerminate] journalCleanup...
2015-04-03T15:48:05.069+0300 I JOURNAL  [consoleTerminate] removeJournalFiles
2015-04-03T15:48:05.069+0300 I JOURNAL  [consoleTerminate] Terminating durability thread ...
2015-04-03T15:48:05.164+0300 I JOURNAL  [journal writer] Journal writer thread stopped
2015-04-03T15:48:05.164+0300 I JOURNAL  [durability] Durability thread stopped
2015-04-03T15:48:05.164+0300 I STORAGE  [consoleTerminate] shutdown: closing all files...
2015-04-03T15:48:05.167+0300 I STORAGE  [consoleTerminate] closeAllFiles() finished
2015-04-03T15:48:05.167+0300 I STORAGE  [consoleTerminate] shutdown: removing fs lock...
2015-04-03T15:48:05.167+0300 I CONTROL  [consoleTerminate] dbexit:  rc: 12
2015-04-03T15:48:38.765+0300 I CONTROL  ***** SERVER RESTARTED *****
2015-04-03T15:48:38.802+0300 I JOURNAL  [initandlisten] journal dir=C:\Users\hjusein\Desktop\work\Training\nodeJStraining\restfulApi\data\journal
2015-04-03T15:48:38.803+0300 I JOURNAL  [initandlisten] recover : no journal files present, no recovery needed
2015-04-03T15:48:38.818+0300 I JOURNAL  [durability] Durability thread started
2015-04-03T15:48:38.818+0300 I JOURNAL  [journal writer] Journal writer thread started
2015-04-03T15:48:38.819+0300 I CONTROL  [initandlisten] MongoDB starting : pid=13528 port=27017 dbpath=C:\Users\hjusein\Desktop\work\Training\nodeJStraining\restfulApi\data 64-bit host=hjusein-pc
2015-04-03T15:48:38.819+0300 I CONTROL  [initandlisten] targetMinOS: Windows 7/Windows Server 2008 R2
2015-04-03T15:48:38.819+0300 I CONTROL  [initandlisten] db version v3.0.1
2015-04-03T15:48:38.819+0300 I CONTROL  [initandlisten] git version: 534b5a3f9d10f00cd27737fbcd951032248b5952
2015-04-03T15:48:38.819+0300 I CONTROL  [initandlisten] OpenSSL version: OpenSSL 1.0.1j-fips 15 Oct 2014
2015-04-03T15:48:38.819+0300 I CONTROL  [initandlisten] build info: windows sys.getwindowsversion(major=6, minor=1, build=7601, platform=2, service_pack='Service Pack 1') BOOST_LIB_VERSION=1_49
2015-04-03T15:48:38.819+0300 I CONTROL  [initandlisten] allocator: system
2015-04-03T15:48:38.819+0300 I CONTROL  [initandlisten] options: { config: "C:\Users\hjusein\Desktop\work\Training\nodeJStraining\restfulApi\data\mongod.conf", net: { bindIp: "127.0.0.1", port: 27017 }, storage: { dbPath: "C:\Users\hjusein\Desktop\work\Training\nodeJStraining\restfulApi\data", journal: { enabled: true } }, systemLog: { destination: "file", logAppend: true, path: "C:\Users\hjusein\Desktop\work\Training\nodeJStraining\restfulApi\data\mongod.log", quiet: true } }
2015-04-03T15:48:38.840+0300 I NETWORK  [initandlisten] waiting for connections on port 27017
2015-04-03T15:48:50.453+0300 I CONTROL  CTRL_CLOSE_EVENT signal
2015-04-03T15:48:50.454+0300 I CONTROL  [consoleTerminate] got CTRL_CLOSE_EVENT, will terminate after current cmd ends
2015-04-03T15:48:50.454+0300 I CONTROL  [consoleTerminate] now exiting
2015-04-03T15:48:50.454+0300 I NETWORK  [consoleTerminate] shutdown: going to close listening sockets...
2015-04-03T15:48:50.454+0300 I NETWORK  [consoleTerminate] closing listening socket: 464
2015-04-03T15:48:50.454+0300 I NETWORK  [consoleTerminate] shutdown: going to flush diaglog...
2015-04-03T15:48:50.454+0300 I NETWORK  [consoleTerminate] shutdown: going to close sockets...
2015-04-03T15:48:50.454+0300 I STORAGE  [consoleTerminate] shutdown: waiting for fs preallocator...
2015-04-03T15:48:50.454+0300 I STORAGE  [consoleTerminate] shutdown: final commit...
2015-04-03T15:48:50.456+0300 I JOURNAL  [consoleTerminate] journalCleanup...
2015-04-03T15:48:50.460+0300 I JOURNAL  [consoleTerminate] removeJournalFiles
2015-04-03T15:48:50.461+0300 I JOURNAL  [consoleTerminate] Terminating durability thread ...
2015-04-03T15:48:50.556+0300 I JOURNAL  [journal writer] Journal writer thread stopped
2015-04-03T15:48:50.556+0300 I JOURNAL  [durability] Durability thread stopped
2015-04-03T15:48:50.556+0300 I STORAGE  [consoleTerminate] shutdown: closing all files...
2015-04-03T15:48:50.560+0300 I STORAGE  [consoleTerminate] closeAllFiles() finished
2015-04-03T15:48:50.560+0300 I STORAGE  [consoleTerminate] shutdown: removing fs lock...
2015-04-03T15:48:50.560+0300 I CONTROL  [consoleTerminate] dbexit:  rc: 12
2015-04-03T15:49:00.095+0300 I CONTROL  ***** SERVER RESTARTED *****
2015-04-03T15:49:00.134+0300 I JOURNAL  [initandlisten] journal dir=C:\Users\hjusein\Desktop\work\Training\nodeJStraining\restfulApi\data\journal
2015-04-03T15:49:00.134+0300 I JOURNAL  [initandlisten] recover : no journal files present, no recovery needed
2015-04-03T15:49:00.154+0300 I CONTROL  [initandlisten] MongoDB starting : pid=15348 port=27017 dbpath=C:\Users\hjusein\Desktop\work\Training\nodeJStraining\restfulApi\data 64-bit host=hjusein-pc
2015-04-03T15:49:00.155+0300 I CONTROL  [initandlisten] targetMinOS: Windows 7/Windows Server 2008 R2
2015-04-03T15:49:00.155+0300 I CONTROL  [initandlisten] db version v3.0.1
2015-04-03T15:49:00.155+0300 I CONTROL  [initandlisten] git version: 534b5a3f9d10f00cd27737fbcd951032248b5952
2015-04-03T15:49:00.155+0300 I CONTROL  [initandlisten] OpenSSL version: OpenSSL 1.0.1j-fips 15 Oct 2014
2015-04-03T15:49:00.155+0300 I CONTROL  [initandlisten] build info: windows sys.getwindowsversion(major=6, minor=1, build=7601, platform=2, service_pack='Service Pack 1') BOOST_LIB_VERSION=1_49
2015-04-03T15:49:00.155+0300 I CONTROL  [initandlisten] allocator: system
2015-04-03T15:49:00.155+0300 I CONTROL  [initandlisten] options: { config: "C:\Users\hjusein\Desktop\work\Training\nodeJStraining\restfulApi\data\mongod.conf", net: { bindIp: "127.0.0.1", port: 27017 }, storage: { dbPath: "C:\Users\hjusein\Desktop\work\Training\nodeJStraining\restfulApi\data", journal: { enabled: true } }, systemLog: { destination: "file", logAppend: true, path: "C:\Users\hjusein\Desktop\work\Training\nodeJStraining\restfulApi\data\mongod.log", quiet: true } }
2015-04-03T15:49:00.155+0300 I JOURNAL  [durability] Durability thread started
2015-04-03T15:49:00.156+0300 I JOURNAL  [journal writer] Journal writer thread started
2015-04-03T15:49:00.170+0300 I NETWORK  [initandlisten] waiting for connections on port 27017
2015-04-03T15:49:24.669+0300 I CONTROL  CTRL_CLOSE_EVENT signal
2015-04-03T15:49:24.669+0300 I CONTROL  [consoleTerminate] got CTRL_CLOSE_EVENT, will terminate after current cmd ends
2015-04-03T15:49:24.669+0300 I CONTROL  [consoleTerminate] now exiting
2015-04-03T15:49:24.669+0300 I NETWORK  [consoleTerminate] shutdown: going to close listening sockets...
2015-04-03T15:49:24.669+0300 I NETWORK  [consoleTerminate] closing listening socket: 412
2015-04-03T15:49:24.669+0300 I NETWORK  [consoleTerminate] shutdown: going to flush diaglog...
2015-04-03T15:49:24.669+0300 I NETWORK  [consoleTerminate] shutdown: going to close sockets...
2015-04-03T15:49:24.669+0300 I STORAGE  [consoleTerminate] shutdown: waiting for fs preallocator...
2015-04-03T15:49:24.669+0300 I STORAGE  [consoleTerminate] shutdown: final commit...
2015-04-03T15:49:24.674+0300 I JOURNAL  [consoleTerminate] journalCleanup...
2015-04-03T15:49:24.677+0300 I JOURNAL  [consoleTerminate] removeJournalFiles
2015-04-03T15:49:24.678+0300 I JOURNAL  [consoleTerminate] Terminating durability thread ...
